cluster,indice_global,sim_coseno_tfidf,sim_coseno_reducido,top_en_tfidf,top_en_reducido,coincide_en_ambos,comentario_cleaned,comentario,genero,lugar,edad
4,57,0.707107,0.992527,True,True,True,general ciudad destacar atractivo turistico motivir gente querer visitar ciudad visualmente bonito mayoria olor agradable,"en general me parece una ciudad que nos destaca por tener atractivo turistico o algo que motive a la gente a querer visitar la ciudad, no es visualmente muy bonita en su mayoria y si tiene un olor no muy agradable",hombre,dolores hidalgo,22
4,17,0.707107,0.992269,True,False,False,,,hombre,leon,22
4,67,0.707107,0.992269,True,True,True,ciudad oportunidad laboral estudiantil decente calidad vida zona insegura recreacion contaminacion persona,"es una ciudad con oportunidades laborales y estudiantiles decentes y se puede tener una calidad de vida buena, aun asi cuenta con zonas muy inseguras, poca recreacion y mucha contaminacion, aunque con grandes personas.",hombre,salvatierra,19
5,35,1.0,1.0,True,True,True,gustar ciudad pequen trafico lugar lindo afuera ciudad vistas bonitas hiking ruta bici restaurante valor agregado,"me gusta la ciudad porque es pequena, no tiene trafico, tiene lugares muy lindos a las afueras de la ciudad para vistas bonitas, hacer hiking, rutas de bici etc... y son pocos los buenos restaurantes pero con valor agregado c/u.",mujer,leon,20
5,85,1.0,1.0,True,True,True,ciudad falta arbol atencion bache ciudad lugar ver bandalizado,"es una ciudad que le hacen falta arboles y atenciones como baches en la ciudad, ademas hay lugares que se ven bandalizados",mujer,irapuato,22
6,13,0.57735,0.99971,False,True,False,salamanca ciudad visitar ano estudio recreacion compra vivir familiar amigo impresion ciudad lamentablemente tema contaminacion inseguridad afectar imagen ejemplo tanto confianza visitar zona turistica afuera ciudad,"salamanca es una ciudad que he visitado desde hace muchos anos por estudios, recreacion y para hacer compras. ahi viven algunos de mis familiares y amigos y eso me hace tener una buena impresion de la ciudad. sin embargo, tambien creo que, lamentablemente, los temas de la contaminacion y la inseguridad han afectado su imagen y, por ejemplo, ya no se tiene tanta confianza para visitar zonas turisticas a las afueras de la ciudad.",hombre,valle de santiago,30
6,63,0.57735,0.99971,True,True,True,lugar pequeno atraccion llamativo,"lugar pequeno, sin muchas atracciones, nada llamativo",mujer,irapuato,21
6,31,0.57735,0.992675,False,True,False,ciudad potencial turistico brutalmente abandonado descuidar,una ciudad con potencial turistico pero brutalmente abandonada y descuidada,hombre,salamanca,21
6,81,0.57735,0.992675,True,False,False,ciudad sucio mexico cerca refineria disgustar colocar sede ciudad tanto inseguridad suciedad,es de las ciudades mas sucias de mexico por tener aqui cerca la refineria. me disgusta que se haya colocado una sede de la ug en una ciudad con tanta inseguridad y suciedad.,mujer,guanajuato,20
6,97,0.57735,0.992334,True,False,False,gustar ciudad pequen trafico lugar lindo afuera ciudad vistas bonitas hiking ruta bici restaurante valor agregado,"me gusta la ciudad porque es pequena, no tiene trafico, tiene lugares muy lindos a las afueras de la ciudad para vistas bonitas, hacer hiking, rutas de bici etc... y son pocos los buenos restaurantes pero con valor agregado c/u.",mujer,leon,20
7,27,0.707107,0.985238,True,True,True,naci visito universidad gustar jardin principal calid gente,"aqui naci lo visito por la universidad, me gusta su jardin principal y la calides de la gente",mujer,cortazar,21
7,77,0.707107,0.985238,True,True,True,llevar tiempo vivir general evito salir inseguridad,"llevo poco tiempo viviendo aqui, por lo general evito salir por la inseguridad.",mujer,michoacan,18
7,82,0.707107,0.98241,True,True,True,peligroso bonito,un poco peligroso pero bonito,otro,valle de santiago,27
8,11,0.377964,0.999979,False,True,False,lugar sucio aire nivel inseguridad alto,"es un lugar muy sucio incluso en el aire, donde se tienen niveles de inseguridad bastante altos",hombre,guanajuato,26
8,61,0.377964,0.999979,False,True,False,transporte ejemplo caso desconocer dema igual deberio limitar necesitar regresar tocar pedir uber caro considerar cosa comer plan limitar salir comer comida relacion calidadprecio deberio cuidar higiene comodidad transporte publico deficiente conductor ofendar paguser precio estudiante,"creo que el transporte, por ejemplo en mi caso, ya que desconozco si los demas son iguales, no deberia limitarse a las 7pm, porque muchas veces necesitamos regresar mas tarde incluso 7:30 y ya toca pedir un uber que es mas caro. tambien considero que hay muy pocas cosas para hacer e incluso para comer cuando el plan se limita a ""vamos a salir a comer"" porque no hay mucha comida de buena relacion calidad-precio. y pues tambien creo que deberia de cuidarse la higiene y comodidad del transporte publico, porque creo que si es deficiente. y que los conductores no se ofendan cuando les pagues ""precio de estudiante"".",mujer,valle de santiago,22
8,68,0.377964,0.989747,False,True,False,aventura,aventura,mujer,salvatierra,19
8,38,0.377964,0.932702,True,False,False,lugar lindo cosa cambiar,es un lugar lindo pero hay muchas cosas que se pueden cambiar,mujer,salamanca,22
8,88,0.377964,0.932702,True,False,False,salamanca,te bueno salamanca,hombre,guanajuato,20
8,79,0.377964,0.913002,True,False,False,,,hombre,leon,22
9,43,1.0,1.0,True,True,True,salamanca ciudad opinion descuidado,salamanca es una ciudad algo grande pero en mi opinion esta algo descuidada.,hombre,otro,19
9,93,1.0,1.0,True,True,True,ciudad potencial turistico brutalmente abandonado descuidar,una ciudad con potencial turistico pero brutalmente abandonada y descuidada,hombre,salamanca,21
